MANCODIGO,V_REF
"009207042",2790000
"002102074",3180000
"005619060",2600000
"004524024",1700000
"002630004",530000
"001317008",510000
"005619029",2600000
"002620016",530000
"009214054",930000
"004524021",1700000
"001307011",900000
"002530008",650000
"005107020",3150000
"004642034",344890
"008519043",2800000
"006408021",2500000
"004202004",3300000
"008307009",7400000
"004642033",345000
"001310033",1070000
"008519064",2800000
"008519042",2800000
"004527011",1800000
"008517015",3150000
"001119041",127400
"008517014",3150000
"008519034",2800000
"002630003",530000
"001307010",900000
"004516025",2200000
"002514021",1100000
"008515046",3600000
"002548052",1200000
"001419058",1500000
"004516017",2200000
"004516035",2200000
"008418030",6437426
"002514042",1100000
"001318009",450000
"001419054",1500000
"001419078",420000
"006408012",2500000
"001419065",1500000
"002621022",530000
"001419001",1500000
"002621021",530000
"006302029",1141000
"008518036",3150000
"003210008",700000
"001335019",320000
"001412088",1600000
"008502052",2900000
"002504027",730000
"008539002",346962
"008517012",3150000
"002574028",650000
"008517031",165594
"009112031",2200000
"008519041",2800000
"002574031",130271
"002574088",650000
"004101030",2900000
"002518015",1400000
"002574032",128521
"005607063",2800000
"008519024",2800000
"008517018",3150000
"202204094",30800
"006414002",1400000
"008505063",2900000
"006403051",2100000
"006303022",7300000
"006403029",2100000
"001408031",2500000
"004520012",1570000
"005635043",2800000
"004107050",2620000
"003203025",1470000
"006529007",2677895
"009109063",2180000
"006409042",2100000
"006409043",2100000
"006415024",2500000
"009208041",2930000
"007202067",3250000
"002540023",570000
"008505014",3025000
"009257002",1870000
"008526015",2500000
"002518013",1400000
"004107036",2620000
"009216006",2600000
"009216005",2600000
"002205048",3250000
"005406049",3300000
"001434030",1300000
"009136017",580000
"009136016",174000
"002514024",1300000
"008309018",8500000
"002587023",460000
"002403008",2200000
"006504030",2800000
"008309021",8500000
"009136018",206166
"002564060",650000
"005668011",1700000
"008540019",160500
"006208042",2530000
"009102007",3000000
"006208052",2530000
"006208047",2530000
"008417049",4850000
"001335034",320000
"005601060",3799157
"006208049",2530000
"008213012",4000000
"008501026",3750000
"008540017",160500
"008540003",160500
"008540021",160500
"002559069",460000
"006208039",2530000
"006208044",2530000
"005623067",2900000
"009135001",3000000
"004101025",3700000
"003107001",16630000
"002614008",700000
"006420016",2300000
"006418008",2100000
"009135069",900000
"006418035",2150000
"009108090",3060000
"006418020",2100000
"205402020",526000
"006418009",2100000
"009102004",3000000
"005608010",870000
"005669065",1960000
"006418007",2100000
"004602024",1100000
"002570015",102300
"009255006",1630000
"002524027",1850000
"002574014",650000
"002428038",630000
"009212022",2000000
"008516027",3800000
"008528008",2175000
"008528003",3250000
"008528001",2300000
"008528046",1380000
"004306007",3300000
"002619032",500000
"008539006",224316
"008528002",1939651
"009120041",900000
"002428083",630000
"001423018",1100000
"001108045",1200000
"006408033",2500000
"006418036",2150000
"004618030",2680000
"004618084",2350000
"002583096",650000
"004306017",3300000
"004618031",2100000
"002428061",630000
"001102014",1250000
"004306018",3300000
"004306022",3100000
"006408031",2500000
"004103020",4500000
"004306013",3300000
"004306023",3100000
"001210019",1160000
"004306009",3300000
"006418033",2150000
"002619030",500000
"009136031",346962
"001350002",430000
"009136037",174000
"004598002",129500
"004616047",1650000
"001350001",430000
"004618007",2100000
"004618016",748761
"009136028",346962
"009136029",174000
"004618008",2100000
"009136034",211331
"004618029",3200000
"002305034",2000000
"008539011",380000
"009136041",580000
"004597082",1600000
"009204074",3000000
"009136021",580000
"002619002",500000
"001321014",1070000
"002580032",460000
"001350011",430000
"002445051",580000
"002580011",460000
"002580066",460000
"002619044",500000
"002580010",460000
"001357030",900000
"001357011",900000
"001356075",780000
"002580029",460000
"002580058",460000
"002580031",460000
"002594053",700000
"002580068",460000
"002580085",12922
"006215045",2900000
"002615017",700000
"009105005",3700000
"008537093",2700000
"008537077",2700000
"009105010",3700000
"002426065",520000
"002528092",1050000
"002528091",1050000
"002572002",1050000
"006413081",1260000
"006410017",2800000
"002528015",932661
"006408015",2600000
"005663001",2130000
"005663017",3050000
"002617028",530000
"001113071",900000
"002616097",800000
"002449062",520000
"008537026",2700000
"009136020",580000
"002411032",2000000
"001347003",380000
"001346011",141000
"009136038",580000
"008220045",810000
"002543015",1050000
"005605031",2900000
"005668062",1700000
"008208024",1920000
"005616003",2650000
"001347002",380000
"009136019",460000
"002592025",700000
"009136022",580000
"009136035",580000
"002565005",650000
"006515023",2980000
"009258002",1800000
"009256018",1630000
"005602009",2900000
"002584033",650000
"002612033",800000
"002552053",650000
"002104080",2700000
"005650073",840000
"006401002",2350000
"009206027",2770000
"009136040",290000
"005602042",2900000
"008518004",3300000
"002584031",650000
"009236099",123200
"006202002",3400000
"005101005",3000000
"002607010",530000
"005639060",2650000
"005640008",2800000
"002309031",3300000
"008418061",4850000
"001321025",1070000
"001352042",1260000
"005617032",3400000
"004573078",1650000
"201502019",127900
"006302018",2800000
"006409045",2100000
"009220006",759000
"006410027",2800000
"006414098",645000
"005650019",2800000
"004524071",2100000
"003110019",4360000
"006409044",2100000
"001321045",1070000
"004524030",1700000
"002102036",2560000
"008418055",4850000
"004207002",2500000
"005605025",2900000
"005605029",2900000
"005603048",2950000
"001325050",430000
"005605043",3000000
"001346013",126600
"005606046",2900000
"001347001",380000
"009136002",330000
"005605026",2900000
"001346099",149652
"001346008",141000
"005605014",2900000
"005605005",2900000
"002607038",530000
"005606068",2900000
"001338022",580000
"005605009",2900000
"002442067",580000
"002428031",1300000
"003209009",600000
"002430075",1400000
"005647067",3050000
"006217013",2100000
"006401013",2200000
"002430073",1400000
"002566038",700000
"009257083",35000
"002430074",1400000
"008539001",331663
"003205020",1300000
"006217038",4868443
"001315054",780000
"003202003",900000
"009207077",2420000
"001315053",780000
"005650039",2800000
"001306037",1750000
"006506026",930000
"004307016",2600000
"006506079",930000
"007103004",3350000
"005606014",2900000
"009124017",3060000
"002517021",1980000
"005621038",2600000
"001205020",1900000
"002430079",1400000
"002619046",500000
"009124060",918000
"002426091",570000
"001421071",1600000
"001401013",2220000
"002205004",1900000
"002561027",328612
"005636003",1960000
"006211014",1900000
"004628030",1815000
"001107070",900000
"006103001",660000
"006103007",2700000
"009238001",120300
"005640006",2800000
"006402047",2100000
"006532019",750000
"002543029",1350000
"009227064",100600
"002517083",1000000
"005634063",2800000
"005644042",803767
"004619009",1800000
"006532020",1760000
"002506073",1050000
"006103015",2200000
"006103002",660000
"008406033",1300000
"008406016",1450000
"205109010",1155000
"006420003",2100000
"004602016",1100000
"006405023",2300000
"006405014",2300000
"006405026",2300000
"004533051",1800000
"002431091",580000
"205101017",126250
"006420084",2100000
"006405019",2300000
"005204009",3200000
"006405022",2300000
"006509025",2300000
"005404053",2900000
"001309011",900000
"002565022",650000
"009257009",35000
"004554066",2100000
"001306017",1000000
"004553033",2075000
"004554086",2100000
"004209011",2900000
"004545092",2000000
"009202036",2350000
"001350082",430000
"008515055",3600000
"005612026",2950000
"001345036",320000
"005308001",3120000
"004580013",510000
"002521025",730000
"004558028",600000
"004558020",2100000
"002426064",520000
"006405015",2300000
"001362001",358799
"006405053",690000
"002613065",800000
"005634069",2679263
"008417055",4850000
"001314003",1000000
"006405012",2300000
"001322021",410000
"202506038",102300
"006403004",2100000
"006405008",2300000
"005634064",2800000
"006405009",2300000
"006405013",2300000
"001411003",2150000
"202506042",102300
"005620051",2600000
"004565003",2000000
"008537018",2850000
"005620040",2600000
"002617008",530000
"001413029",1400000
"005620049",2600000
"004553035",2050000
"005619026",2600000
"008406011",1450000
"002581089",460000
"002559094",126255
"002581091",460000
"008505038",2900000
"005620050",2600000
"002581096",460000
"002617098",369503
"001413010",1700000
"005620004",2600000
"002617009",526976
"008533032",1600000
"002503005",1400000
"002617007",530000
"002503042",1400000
"002503017",1650000
"002617010",530000
"005111012",3360000
"002503046",1400000
"002503047",2100000
"002503052",1400000
"002428064",1267000
"005111009",3360000
"009117064",2630000
"009117063",2630000
"002503007",1400000
"002503056",1400000
"009117065",2630000
"002503055",1400000
"002503009",1400000
"002555001",1200000
"006417026",2100000
"002555049",1200000
"002528054",1050000
"002555003",1200000
"006417017",2300000
"006409039",2100000
"006417006",2300000
"006417019",2200000
"006417005",2100000
"006417004",2100000
"002503075",1650000
"002555004",1200000
"002503078",1400000
"006409018",2100000
"006417021",2300000
"002555010",1200000
"002528055",1050000
"006409010",2875000
"002528056",1050000
"004613041",2000000
"002423040",12700
"009255073",1630000
"009250056",1700000
"006506028",930000
"002301027",2650000
"006409056",2300000
"006414025",2100000
"006307025",2300000
"004503059",2900000
"005630012",3000000
"002103044",3450000
"002103045",3450000
"005635021",2800000
"006301051",3000000
"006301052",3200000
"006409054",2100000
"006302028",1141000
"004641051",2450000
"009232010",2650000
"001414023",1600000
"001414033",1600000
"001414052",3400000
"001414037",1600000
"002528023",1050000
"002528049",1050000
"002528087",1050000
"001414079",1600000
"001414068",1600000
"001414071",1600000
"001414035",1600000
"001414054",3400000
"001414075",1600000
"001414051",3400000
"001414059",3400000
"001414056",3400000
"002528010",1050000
"001414055",3400000
"001414050",3400000
"001414066",1600000
"002514060",1400000
"002402076",2050000
"002514074",1100000
"002514078",1100000
"005616008",2650000
"002518011",1400000
"002514070",1081554
"001337021",260000
"006409066",2100000
"002514080",1100000
"006301055",3000000
"001310010",1070000
"006417016",2100000
"002514057",1100000
"002514033",1100000
"009255077",2450000
"005621001",2600000
"002514035",1100000
"009123015",3020000
"001415078",1600000
"006301060",3000000
"004504005",2800000
"005205002",2800000
"004522004",2100000
"004504001",2800000
"002205066",1900000
"004623023",1300000
"002205064",1900000
"002555075",1200000
"001421059",1600000
"002205071",1900000
"004504006",2800000
"002511010",700000
"004504020",2800000
"001421064",1600000
"001421060",2450000
"001402029",2220000
"001414080",1600000
"001402050",2220000
"001414085",1600000
"001414092",1600000
"001420023",3450000
"001420017",3400000
"001419002",1500000
"001414081",1600000
"001420008",1500000
"001402051",2220000
